,koi_id,kic_id,kep_mag,Rstar,logrho,Teff,FeH,logg,limbdark_1,limbdark_2,npl,period,epoch,depth,duration,impact,ecc,omega,ror,dor,ttv_type
490,K02981,9076971,15.737,0.7114737169325088,0.3619356719005928,4921.871851484229,-0.30187373410504903,4.624,0.6528694185455955,0.010445054210510844,1,9.06687613,140.35560533374536,0.0003671056,0.0775833055439639,0.7884989135878495,0.0013813684186091712,1.763383148743661,0.01916,24.004,sinusoidal
491,K02984,7918652,13.066,1.6781420740218314,-0.5623422287496671,6449.104699449098,0.015070422553980403,4.124,0.687652897311797,-0.0969352591483606,1,11.45541896,143.40522699629173,6.855839999999999e-05,0.25435301659759696,0.16915688390384695,0.0053309341504227305,1.4657229942505108,0.00828,14.187,sinusoidal
492,K02989,6636320,15.411,0.8323776393326332,0.21177707758351297,5282.328841623886,-0.34353400955699825,4.557,0.7202092470016802,-0.1276900850535281,1,6.33125228,141.05450129789864,0.00030660010000000006,0.07452907749777798,0.7801936341828704,0.041535415488455685,1.2319769319426253,0.01751,17.005,none
493,K02995,3848275,15.598,1.3402858689764496,-0.3341432104507765,6200.5153351727395,-0.0980958034622893,4.242,0.5166219239005628,0.040681203592637265,1,5.19492747,134.83528919035848,0.0002729104,0.1664217594954027,0.1634098086438573,0.003093274870377785,2.238475414722651,0.01652,9.963,gaussian
494,K02998,4175630,15.873,0.9775235916965921,-0.022267321023313483,5776.468741160376,-0.05108295877403187,4.432,0.8150113411901059,0.14575896982670666,1,28.227413,158.9409071199011,0.0011135568999999998,0.17665354017693455,0.6789572720815708,0.016694966901789354,1.9234744645228026,0.03337,39.015,gaussian
495,K03015,11403530,13.219,1.4971589576923372,-0.5113595137100743,6010.702507773396,-0.01544445066957998,4.137,0.3311579312985924,-0.01221883865855853,1,3.61460332,135.32522463535227,4.395689999999999e-05,0.15497011748777667,0.403369075924763,0.0011964278970021066,-0.1278655330730729,0.00663,6.881,smooth
496,K03025,9716391,16.239,0.8026381110264951,0.15481259395700095,5045.399843963395,-0.16264349398579925,4.521,0.794390313900635,0.06266072674675649,1,13.1829329,149.9741517552534,0.0005180175999999999,0.1171849526704884,0.6882152068433478,0.010080902650885964,2.266567152252107,0.02276,26.895,sinusoidal
497,K03031,6949898,15.267,0.8445042415950356,0.15824985118892404,5424.807587323246,-0.15011567726743139,4.541,0.7214939895239331,0.2218265300077847,1,7.64809462,141.94425171817056,0.00019600000000000002,0.12243096722723243,0.34538759784015827,0.0253781047596648,0.5887048558089631,0.014,18.699,cubic
498,K03039,5445681,13.914,1.551533279616431,-0.6100280966908079,5811.823185466385,-0.23588805849116468,4.042,0.6265275658532644,-0.04898296130140691,1,20.3504704,155.33634660074165,0.0001018081,0.1241954196093852,0.9303585808749478,0.021957342709229555,1.3753111590925458,0.01009,20.102,smooth
499,K03040,6357290,15.667,0.8956087335583298,0.0949320693473656,5522.34215506285,-0.050882028086694384,4.47,0.5073104717701781,-0.21136349147513336,1,4.8099878,135.97950839307788,0.0002883204,0.12173993646731142,0.10687856412736806,0.0037805397315655055,1.0715635919749942,0.01698,12.691,smooth
500,K03041,4072955,14.207,1.0372519361525747,-0.03692430813780203,5993.279999922402,-0.1170712744239128,4.425,0.7822169183088388,0.0991122371816015,1,5.08288076,137.1470290605686,0.00010795209999999999,0.13224885332312494,0.15468055441605355,0.01026562384029381,2.7172371779558038,0.01039,12.178,sinusoidal
501,K03042,8695311,15.959,1.1571205941352103,-0.1463600862248528,6178.904557021399,-0.12858947533297535,4.358,0.7228093743923615,-0.007935318228983253,1,31.0259489,177.73869375772557,0.00038533690000000005,0.13853574912056837,0.8732509911473595,0.0014897726727671604,3.943771990450914,0.01963,37.576,sinusoidal
502,K03043,9834731,14.829,1.7702069473809579,-0.7210704248632145,5735.291244976471,-0.19623775103489746,3.945,0.5851080253577825,0.07780212475308271,1,3.08942807,136.10931166254636,8.53776e-05,0.18727424767547943,0.26004767193232264,0.0055938040905607065,2.343003555255374,0.00924,5.138,smooth
503,K03056,7216284,15.883,0.8800876523919322,0.050680129952382115,5462.159071110878,0.01427027480914544,4.477,0.6239332879566075,0.10411769931048603,1,6.69958851,138.2874603893696,0.0002537649,0.13506314465449862,0.003973428434286609,0.01807496349329881,3.2910186976284344,0.01593,16.092,cubic
504,K03060,11019987,12.788,1.6384664772902713,-0.5308100380439079,6471.544816406393,-0.027163144598852065,4.12,0.7424287675691549,-0.022253329325652847,1,6.9131732,142.69456576019778,3.906250000000001e-05,0.18679982271140871,0.5116279244074003,0.009995243445689672,0.7102245938462901,0.00625,10.166,smooth
